Date,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
28/5/2018,20:13:2,20:13:6,20:14:10,20:14:31,20:14:44,20:22:10,20:22:15,20:22:20,20:22:23,20:22:29,20:34:7,20:50:2,20:54:25,20:54:32,20:54:41,20:54:48,20:54:53,20:55:20,20:55:59,20:56:31,20:59:46,20:59:54,21:1:55,21:2:0,21:2:6,21:3:14,21:3:19,21:3:57,21:4:4,21:5:10,21:7:31,21:9:9,21:9:13,21:9:19,21:9:24,21:9:43,21:9:52,21:10:10,21:10:37,21:10:43,21:10:49,21:11:0,21:11:3,21:11:7,21:11:25,21:11:39,21:11:54,
29/5/2018,20:26:9,20:26:49,20:26:54,20:27:19,20:27:22,20:27:26,
3/6/2018,
