Date,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out,In,Out
10/6/2018,15:57:46,15:57:50,15:58:20,15:58:23,15:58:27,19:22:31,
10/8/2018,10:0:11,10:3:11,10:3:21,10:6:41,10:9:15,10:10:21,10:15:44,10:15:54,10:16:4,10:16:15,10:20:2,10:20:12,10:23:38,10:23:50,10:27:23,10:27:36,10:27:48,10:31:37,10:31:50,10:32:10,10:35:36,10:45:45,10:45:56,10:46:7,10:46:20,11:1:25,11:1:37,11:18:47,11:18:59,11:19:17,
